nombre,categoria,latitud,longitud,servicios,ciudad,imagen1,imagen2,imagen3,imagen4,descripcion,rating,habitaciones
Hotel Samantha,Hotele,5.8792689,-71.8965104,,Paz de Ariporo,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkYcT48kxqGzltnFnUGiJYkcxYmPfkyrPh5P54hWt5R02cuTz0vceV_A0SaPqk5nsLjUFjvamwsRBhDyLikpucig2kBMNeD5bWa4oMVLNp3z4s3jm-N0MWm0-Gl1RQqq-rEKNlH=w408-h724-k-no,,,,"Hotel Samantha es un alojamiento ubicado en Paz de Ariporo, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.2,
Hotel Empresarial Arcoiris De Mi Llano,Hotele,5.8775306,-71.8883664,,Paz de Ariporo,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmxeQ65bd2a_Y5bcdZj92Xqb44R4vBL9YjcjMKreJa9p1OjTdQdLBrAklEFC4W7-nVtDhVUkZaDm9lN-ayZZuL55o4GTUcBeCiRYZpi7vTWl_ZBD4_TElkkb31FgjsEhk4jdPKomg=w408-h306-k-no,,,,"Hotel Empresarial Arcoiris De Mi Llano es un alojamiento ubicado en Paz de Ariporo, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.5,2
Hotel Mansión Romano Trinidad,Hotele,5.4072027,-71.6625544,,Trinidad,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkHSaWCRvGX0fiB0GfMiK1wC9yWNH2wNTUhs3SEOFFDXvua1CNW5IhyE23T0UyXLTLpgwXH0FDeXmzdoFNRiERY5H3mSk5tALj0L9680w4oGREZpsAeq-6Pg9nowl63EFlCSOLB=w408-h332-k-no,,,,"Hotel Mansión Romano Trinidad es un alojamiento ubicado en Trinidad, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.4,2
HOTEL JESALEY,Hotele,5.4073342,-71.6640498,,Trinidad,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlmt6gt4sjOL-YW6SAtwn-yJpGB_MZXOWxxbWysf7VSPTmC_61BZvz5Ek6CQloBO76mzZqdw7TaIwi6u6jMuKYbc74SzBvaWq9YHYFgu_BPyXzVBGLQiyAHLaUCCFhPKAXpbBMBBQ=w426-h240-k-no,,,,"HOTEL JESALEY es un alojamiento ubicado en Trinidad, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.3,
Hotel Porvenir,Hotele,5.406416,-71.6639387,,Trinidad,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmQBtfxC-1cy9HbYDb38R5zZA9-hE-UI2sPCYGHJPu-mJ7txsyoC2vrSXa4WvVQS7ctocwJF__g7dT0bcM0jjLb2m-K1GMVtllCJgJAKFzQfzi4cP1B1m-9UUHYvOYTffnS7O8z=w426-h240-k-no,,,,"Hotel Porvenir es un alojamiento ubicado en Trinidad, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.4,
Hotel Paraíso Tropical,Hotele,5.4158463,-71.6623953,,Trinidad,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlIE8QsvYk4xWfkF4v3RsvBIW9iRBj6rWGdu2K963kQnGdmedjHr4G1yUPn8TD2_L6ZTRH2PrmTinEYK5SmtY9bLsSqx3jhRZrk3NnP8YtTMSCcz1Ug59UIvpiqgzAEykXHpw_H=w408-h271-k-no,,,,"Hotel Paraíso Tropical es un alojamiento ubicado en Trinidad, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.1,
Hotel UNO A,Hotele,5.4103846,-71.6629425,,Trinidad,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmYvh-YwmBKuHFj1xrXveYZG-ppoGYcYpxPFutoD_l8T7RnJnfZ59Dd9cbHfH73z5AwpJnsGtJHLu0Af1_Over3jPNP1_EcsRgwZ_JRM9OWUI0yNauC6ZXHqJHlpcskIdJ5z-k=w408-h544-k-no,,,,"Hotel UNO A es un alojamiento ubicado en Trinidad, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.5,
Posada Hato El Diamante,Hotele,5.4170802,-71.6988675,,Trinidad,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmEurdrXTTceMc0CITrNNJq6u_iAVRUEBgmAf6FgdLmqU2kI15iag6R_Ob0XaoYEBRYeLjoZhmVFuB1KGlPBLJ2vCAgn4ilyDr3Twn5WjlAou7Yn8CiJTEPSifRiDS1F2IgA1VV9Q=w408-h306-k-no,,,,"Posada Hato El Diamante es un alojamiento ubicado en Trinidad, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.9,2
Reserva Natural El Encanto de Guanapalo,Hotele,5.2818255,-71.7455697,,Trinidad,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk2BZK_DVxvHDpV3ec_eOx43wqm44oZS_aSDeBn5-mTojU91lonWMQ0RUhkkQrnlZjoy1z2ukd91k0OuArbFyqaKUY8P3FjAQWhuIwKEXFYUw06KR7ES_XCLeHieFb0uumT56M=w408-h272-k-no,,,,"Reserva Natural El Encanto de Guanapalo es un alojamiento ubicado en Trinidad, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.7,2
Finca agroturistica rosita,Hotele,5.3221577,-71.5326189,,Trinidad,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnvJ119fW8eqd8JhDjAELmmXNkR_TJAWJCI-f6MWR8yZO0sOHlPCeVLwQN6f2KjCnifxpgnrhFEpxxs2ho6u17dHaNWAFRV0qzRKMOmHaON7xh6uGtDnNdk7uoSaUTTpa7gMC_emw=w408-h544-k-no,,,,"Finca agroturistica rosita es un alojamiento ubicado en Trinidad, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",5.0,
Hotel Camoruco,Hotele,5.349475,-72.398969,,Orocué,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmdMvAEp2sYzkGeZBj23ZieZASDzbvrTrZnN6lw4EjZ47VfXdkZ2O9eqny4hgwbzxcX3NgDiVsCXSFyJNlzAmOjp71crXt5UkZGRBawEj_2XfeAvB_Dm1FWMB7ikjFKzd_CeO1m=w408-h272-k-no,,,,"Hotel Camoruco es un alojamiento ubicado en Orocué, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.5,3
Hampton by Hilton Yopal,Hotele,5.3348141,-72.38355,,Orocué,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnJ2OvwwP9_ReL2Y6GcZXGRZ4mqgLdgnUO1isq4-rdSv5dQWf3sZ32n_0YZsKmXUggy7_98MIc09RvG0ZyYe9cjUJwyuFenWmgu3pt5rfrVz8nyn4DqoxJ8i1JHNrzw0u6QSSB4WW_e5ump=w408-h408-k-no,,,,"Hampton by Hilton Yopal es un alojamiento ubicado en Orocué, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.7,3
Savanna Orinoquia Lodge,Hotele,4.8442154,-71.6979211,,Orocué,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlhtTFXa80Oyaldv_ah6Wk0V87sGHU3I4rF0w1DvJClxebGANUBHgMK10zpMjGuhUHsWUrdS6bo7wtZTssQtiWXc2avRGqxCwoODlud8DieUEbPW8v3UrX1_PvnsfRWAV2Xsse8K-3C2e8F=w408-h544-k-no,,,,"Savanna Orinoquia Lodge es un alojamiento ubicado en Orocué, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.8,
Hato San Pablo,Hotele,4.7862044,-71.634922,,Orocué,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm2wA6TFzG_sfbH-RM6IKeaIvUH1BpLSyCAjPoVxdugU7FaIGISeB4GWRDOcqv3ycxVgZmmdbI85YfrZGlyvlnVtemE60jey1-eJekeZxia9diJVwVH4pwI3ZMaqORQhgx7tg8=w408-h258-k-no,,,,"Hato San Pablo es un alojamiento ubicado en Orocué, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.9,
EL TURPIAL reserva turística,Hotele,5.0415075,-71.2396507,,Orocué,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnDUSQkdTaXe_ANhXW-3vs7g2CUz_WIAG5rvs98gdGUdmKFJBEYgF2wRo9x8t-ZYL6sLrLS2xMRhWI9m4xY1AqQV0PBo48Y87tatcM50amSzTrkxSYVftPQnsRY3VdAi8pf146Gv6ZKEH0=w408-h284-k-no,,,,"EL TURPIAL reserva turística es un alojamiento ubicado en Orocué, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.7,
Villa Alejandra - Hotel Campestre,Hotele,4.7807978,-71.3612189,,Orocué,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmAHXM6-SWHzR3Pn0uQR1XkD98TRZx2-auROOAgszU_kB86VaTta5FqSW9S2SZBp0pyuDQIor9aMcQUdBwGev_rO7-6uoC7qycoNWhhUPb-U9W7shKdfeP2mQ0r8GOq2AXzep0E=w426-h240-k-no,,,,"Villa Alejandra - Hotel Campestre es un alojamiento ubicado en Orocué, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.2,
Hotel Brisas de San Miguel,Hotele,4.791031,-71.335996,,Orocué,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk4J1_hGhlcVimtoDNuNpjnWQoDO2dvhZqbTE6O7jEY_LI8bVRXcJJs_5ApboadPOzJccwz3V5QKCTBECA0_t_IEJozGr-Z6Wsu138BCvSAJqZDh9Rr7K0RNwSgCPrTwRXNT2uf9A=w532-h240-k-no,,,,"Hotel Brisas de San Miguel es un alojamiento ubicado en Orocué, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.2,
qwerty123,Hotele,4.7896569,-71.3390516,,Orocué,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEF5WdC1xIJ35ECSF8jEDnA-76H1q1zWRBmi80w08HTeKctlTLFn-wRX48V_6R2dFfeytxbAZGEZBBqb9kLtGcSmwwhmYEMRZfOKIeD3Nf1q4HAvlrGpJPF1VNSKJzetVG_YdRbJtPgIjFmGMQrompYdp1yHgAnKoQaVNqw0e3H3qaFTFzDdhPu=w408-h272-k-no,,,,"qwerty123 es un alojamiento ubicado en Orocué, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",3.0,
Posada Hato El Diamante,Hotele,5.4170802,-71.6988675,,San Luis de Palenque,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmEurdrXTTceMc0CITrNNJq6u_iAVRUEBgmAf6FgdLmqU2kI15iag6R_Ob0XaoYEBRYeLjoZhmVFuB1KGlPBLJ2vCAgn4ilyDr3Twn5WjlAou7Yn8CiJTEPSifRiDS1F2IgA1VV9Q=w408-h306-k-no,,,,"Posada Hato El Diamante es un alojamiento ubicado en San Luis de Palenque, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.9,2
Hotel Mansión Romano Trinidad,Hotele,5.4072027,-71.6625544,,San Luis de Palenque,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkHSaWCRvGX0fiB0GfMiK1wC9yWNH2wNTUhs3SEOFFDXvua1CNW5IhyE23T0UyXLTLpgwXH0FDeXmzdoFNRiERY5H3mSk5tALj0L9680w4oGREZpsAeq-6Pg9nowl63EFlCSOLB=w408-h332-k-no,,,,"Hotel Mansión Romano Trinidad es un alojamiento ubicado en San Luis de Palenque, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.4,2
HOTEL JESALEY,Hotele,5.4073342,-71.6640498,,San Luis de Palenque,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlmt6gt4sjOL-YW6SAtwn-yJpGB_MZXOWxxbWysf7VSPTmC_61BZvz5Ek6CQloBO76mzZqdw7TaIwi6u6jMuKYbc74SzBvaWq9YHYFgu_BPyXzVBGLQiyAHLaUCCFhPKAXpbBMBBQ=w426-h240-k-no,,,,"HOTEL JESALEY es un alojamiento ubicado en San Luis de Palenque, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.3,
Hotel Paraíso Tropical,Hotele,5.4158463,-71.6623953,,San Luis de Palenque,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlIE8QsvYk4xWfkF4v3RsvBIW9iRBj6rWGdu2K963kQnGdmedjHr4G1yUPn8TD2_L6ZTRH2PrmTinEYK5SmtY9bLsSqx3jhRZrk3NnP8YtTMSCcz1Ug59UIvpiqgzAEykXHpw_H=w408-h271-k-no,,,,"Hotel Paraíso Tropical es un alojamiento ubicado en San Luis de Palenque, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.1,
Hotel Porvenir,Hotele,5.406416,-71.6639387,,San Luis de Palenque,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmQBtfxC-1cy9HbYDb38R5zZA9-hE-UI2sPCYGHJPu-mJ7txsyoC2vrSXa4WvVQS7ctocwJF__g7dT0bcM0jjLb2m-K1GMVtllCJgJAKFzQfzi4cP1B1m-9UUHYvOYTffnS7O8z=w426-h240-k-no,,,,"Hotel Porvenir es un alojamiento ubicado en San Luis de Palenque, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.4,
Hotel UNO A,Hotele,5.4103846,-71.6629425,,San Luis de Palenque,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmYvh-YwmBKuHFj1xrXveYZG-ppoGYcYpxPFutoD_l8T7RnJnfZ59Dd9cbHfH73z5AwpJnsGtJHLu0Af1_Over3jPNP1_EcsRgwZ_JRM9OWUI0yNauC6ZXHqJHlpcskIdJ5z-k=w408-h544-k-no,,,,"Hotel UNO A es un alojamiento ubicado en San Luis de Palenque, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.5,
Reserva Natural El Encanto de Guanapalo,Hotele,5.2818255,-71.7455697,,San Luis de Palenque,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk2BZK_DVxvHDpV3ec_eOx43wqm44oZS_aSDeBn5-mTojU91lonWMQ0RUhkkQrnlZjoy1z2ukd91k0OuArbFyqaKUY8P3FjAQWhuIwKEXFYUw06KR7ES_XCLeHieFb0uumT56M=w408-h272-k-no,,,,"Reserva Natural El Encanto de Guanapalo es un alojamiento ubicado en San Luis de Palenque, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.7,2
HOTEL PORE REAL,Hotele,5.7320379,-71.9919679,,Pore,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmVJUgxCRV4_qEBAquj294QEomx5Fti5CktKgH1cj54z74mpI4-EpapirGxe6Twlqr5dovVzqRn2iFWv-keG7HX7o8ndDBOI0w4Mw835-iOnxuOt45--qPVMu8xLppQhIKHLLpf=w408-h306-k-no,,,,"HOTEL PORE REAL es un alojamiento ubicado en Pore, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.0,
hotel caminante del llano,Hotele,5.7290466,-71.9990929,,Pore,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlTmOtgc5pZxs_T14crwDGgJCuNVeVTGsFJpVFdLSATibAc4wEEwxkyaNoSQJfdBO4Fe6sc2698M_SdThKPQBIhejJbzjTwrLAvesB4pif67Nku1io5EErA8TMp5lJHrWBm2Rjisg=w533-h240-k-no,,,,"hotel caminante del llano es un alojamiento ubicado en Pore, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.2,
Hotel Ecoturistico Llanomoringa de Colombia,Hotele,5.8697272,-71.902209,,Pore,,,,,"Hotel Ecoturistico Llanomoringa de Colombia es un alojamiento ubicado en Pore, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.3,
HOTEL Exbint Resort,Hotele,5.8552732,-71.9139404,,Pore,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl2_hoI6_RKf1XQ1VjDB-BntGE8LPALy9qF4S094txu5ViCY4TEcbYzB_cutrH4_549ZEEA7rs5K7kxMpHeyokoQQJ66AXT0sgNyj4S5Z1jT5AcTsgnwXDYSFQrKolU8-HSsrR-yMzYt0OQ=w408-h278-k-no,,,,"HOTEL Exbint Resort es un alojamiento ubicado en Pore, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",2.9,
Hotel CHS,Hotel,5.7231832,-71.9890961,,Nunchía,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWma4TKV6clJEUlxd2E1rm0snEB72FnwUTdJOAShtJ2Yy4h7cw6-f62UHY-xRM54aAayahDWajXUdh4oH5nnMpKf1ew8qufy_lDjCOb_aSlVHlqcZptFpzps6q-tJwbGfAR7fzF3OLoNUC4=w408-h544-k-no,,,,"Hotel CHS es un alojamiento ubicado en Nunchía, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",5.0,
Hotel La Alborada,Hotel,5.6375881,-72.193826,,Nunchía,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkP4uR44NiQuRYa4mruQ6rxcy1soNsaAfOcKcuq5jrLuXgzKYyz0nCAVDH6BVvxLUA-ZFcyTv8L53b7asP8FQUNs24zbLddhCL7b4CcUVXe_5atzHh0F9dX9KxbL7WXuNq8bNMgrA=w426-h240-k-no,,,,"Hotel La Alborada es un alojamiento ubicado en Nunchía, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.2,
Hotel el Encanto del Llano,Hotel,5.638097,-72.195527,,Nunchía,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn_4VF61hRL_hDyZVIunnrUG3mEMcYnh2jgrj314IrHGDcHQ9ponAnOW_e306UfMoTrvYPnayDAV4hrUTwg4rd88mYYpJf__iJUPoLo07oUrRHOonnTn7O2DT-xDmAgnLHdlwuua9t9CAW-=w408-h544-k-no,,,,"Hotel el Encanto del Llano es un alojamiento ubicado en Nunchía, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",5.0,
Los Búhos Hotel Campestre en Casanare | Grupos y Celebraciones,Hotele,5.4645072,-72.190221,,Nunchía,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWne8YwtmzZGYFmVqQqG8ukqDsvPQIHYMJR5cUHNse-h34Nn62xP6yE4sf6hVbpwA9oU4zwqXoij81u70gjia0Q39_TPj3aTc26iUHxkqarSn0nyUyhnjTQmTqAnmbbn_cJeivuhBTpxfZWC=w426-h240-k-no,,,,"Los Búhos Hotel Campestre en Casanare | Grupos y Celebraciones es un alojamiento ubicado en Nunchía, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.9,
Hotel Aguazul Plaza,Hotele,5.1704521,-72.5516863,,Maní,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlVv_OBTE3elDfmdlw6dzTUwJ03CrXJU-R-3fLXpoj0GXEwdf9hANAthAAkw6Gd0jOnL1Kt8C6kKkoPRdG4DuK37vkYjq5yritTYd-eII084ZMVDp99eYwiDjyWLlhUp_ci_EK5VQ=w408-h408-k-no,,,,"Hotel Aguazul Plaza es un alojamiento ubicado en Maní, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.6,2
Hotel Payara,Hotele,4.316877,-72.084922,,Maní,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmzo0VC8wDAiS3akGKHwt56tvOk0wDUcJznmjhBapUFw5ggyq-JE670PolNBDn27JF55AqsA6M9AX7HZ78H5Ze35zPkj14Wys8k0PV509Ivk0wD5EqOerBTZa1aPheKpJjCcDD3=w533-h240-k-no,,,,"Hotel Payara es un alojamiento ubicado en Maní, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.8,
Hotel Sully Resort,Hotele,4.8155372,-72.2802684,,Maní,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkkhMbEiz7KJWz6UbO2t4dcS-RULRPLI6pByD3TDLyMPeEjctk6lStwQlJWKzK3-Y3JS2wkoSYg8Gi1KmR0soYPV5b0pZv0LBVM7P0WepgbPx8udDRG61hgukBUf6r0DS6Pzim1=w408-h271-k-no,,,,"Hotel Sully Resort es un alojamiento ubicado en Maní, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.2,2
Hotel maniru,Hotele,4.8105665,-72.2812297,,Maní,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkY-je4uXk54OWwMkxJ_gNI5sAolV1r5eugsp9g10DVkUVa53VdrQFBKEqz5x2mrsxhp4i5Wete8qdXMQf5D7WIkFVZUKsH6hMj1IS_vCwvuPmPwXK0wM1eN4GkJd-UikH3YiAI=w426-h240-k-no,,,,"Hotel maniru es un alojamiento ubicado en Maní, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.4,2
"Restaurante, café, Hotel Anamela",Hotele,4.822038,-72.287998,,Maní,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnOdFoqKg-mIq7z0sbDQmQkGJX5-puOIFnzRBlQTdyEO-G_OLoL8nDRU9EiWqOFToKFXaEg_Rm8n1HnoruYXv4iGgkPBs64TcMjectmTGAc_bJwOTkij47PbIU0b6L0P28x1n0=w408-h272-k-no,,,,"Restaurante, café, Hotel Anamela es un alojamiento ubicado en Maní, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.5,2
Hotel Anamela,Hotele,4.822075,-72.286956,,Maní,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGPOUpySld-hTx7i7qShu0-7tV4uHCwxhzGd-oVv1iz-6IuqhZ3E1XQ_aRERBIdOu4K5DLNSgr9e2WrsIkU2QVrocfn1SPyllELSxNm23ofC-xkyG_T41PWTCRTR9IoG7zciWehKk5f3DlcBcuERTUS4Nzdi3SvVI1vS84913jW26qlhyY-YEiV9A=w408-h272-k-no,,,,"Hotel Anamela es un alojamiento ubicado en Maní, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",,2
Hotel Paso Real,Hotele,4.8166944,-72.2839786,,Maní,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn5hOM7UERsnIDZFVDxTtuf2bSviTKISRS2B5CsZNlcqlgE7eME6zUFkCbpYHHJj2M-We_kZwn0tgO4UZUAeVtiOLO08Im0uc4Zi4ptgUWnohRmm39xP9Tvh_ynxOyFroTLPydqD2pO_lOL=w408-h544-k-no,,,,"Hotel Paso Real es un alojamiento ubicado en Maní, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.6,2
Cabañas Los Almendros,Hotele,4.8115953,-72.2771756,,Maní,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmFLIVyP1MHnWZl52JkZ-oAFOdeZczMGoeT-qYNRSgtoTHpTXx4i5D5CdiZ1l-8RZYbDOQXMzW41Eh3sInglBOsHbIMSj6xZCOS_E3R3_F9eXsxnDnQeXsBaqLc1SW25Of8q82j=w408-h271-k-no,,,,"Cabañas Los Almendros es un alojamiento ubicado en Maní, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.1,2
Hotel: Casa turistica Portones del mirador,Hotele,4.8765402,-72.9003901,,Sabanalarga,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnZMnBtAq7OCYCflcA2s15DLWQ5x8sTUtcjOONRR29Z8jov6GPIxLGSRju4gQUdL79uq2u9xxlzWzZwQI8d_RUpzWqcPXil8QuMWEArW3sJ-uuY2jDNY-9Evk1C86KYCDjOMh4S9I2LZU3c=w408-h306-k-no,,,,"Hotel: Casa turistica Portones del mirador es un alojamiento ubicado en Sabanalarga, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.8,2
Hotel Villa Real,Hotele,4.8386209,-72.9557016,,Sabanalarga,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmLOOnRyNtSjfe-YvrkqFJeQPvSWEWdD_K7B32TzFBm5BRSuwDAENkmlsI9l43-almPMAgcwXXtQn5DdB3JcnK1q0mxpAVJzFUB4mgSRXatVX8FIQgk0exexLcapAKhVtscLkEd=w426-h240-k-no,,,,"Hotel Villa Real es un alojamiento ubicado en Sabanalarga, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.3,2
Cabañas El Encanto,Hotele,4.9237553,-72.923196,,Sabanalarga,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl7-dYVNosjNECSut4lbr1TmMppthg_4hlNIIqoSR5xgKPmNX_DE9U65PgyRNmi1VaYLG37rlX1IirZmA15PIGy_2zvriFAGoDD897RILVb1a2Vsu4M1Y5fgjN1Usf8v9aHD8h1jL9_gJA-=w408-h544-k-no,,,,"Cabañas El Encanto es un alojamiento ubicado en Sabanalarga, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",5.0,2
Harmony Glamping,Hotele,4.8199632,-73.1736413,,Sabanalarga,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWloFBibVoNt96eF2YstkgfvqRbPl8Y0rUowb7bPoJlfWX2EjoyMVs8JbkF4niNro1IyaDOuukAQNc6bzS7yORQNHZYXKzlRFyk4vJeg5lk-iyjLQ2umELpMcNfLdLOZ2gjDZZmodA=w408-h306-k-no,,,,"Harmony Glamping es un alojamiento ubicado en Sabanalarga, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.3,5
Hotel Colina Campestre,Hotele,4.8208697,-73.1696511,,Sabanalarga,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnMMoQQ_DHSymOYU5mjRpPi9vJJbd7jBNPXLudMdzGGD8of835eB_BDwTlaNgWlLaF00MDib990VulKS-_GbfVCuWs6eaXTCbbLSxzou8DWuh6Sx6xHXm_yZa-cgZEZ9GpATpTi-j6ODz2u=w408-h306-k-no,,,,"Hotel Colina Campestre es un alojamiento ubicado en Sabanalarga, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.3,5
Hotel La Terraza,Hotele,4.8200442,-73.1685882,,Sabanalarga,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlaaoZKDG4GxcO6GinkgeEypDBz37n4K_UHZHX7k4C5NcAOyOeQsqcSMlaC5xl6jzxzynZpQe4ehFOYyz0KBNDxhxnkvJX071cxRl-4y3Dp9vHvRju2T2kmlWc-1eQRJyiW1M619w=w408-h544-k-no,,,,"Hotel La Terraza es un alojamiento ubicado en Sabanalarga, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",4.5,5
Hotel del Río Túa,Hotele,4.8855737,-72.8997492,,Sabanalarga,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkSqkWFph3e27eeW-nUD09O8x_ozza2tXpqbtINABuW3GyQwXPC4IdouTzEqu2vQIlNu-2CjrbloCVache2t522_3tADLvBc3YSW28ptLyINtXVIbF8ULLFjvYNoKw-J69ieEjK6pgtW7s8=w408-h275-k-no,,,,"Hotel del Río Túa es un alojamiento ubicado en Sabanalarga, Casanare, que ofrece hospedaje para viajeros de negocios y turismo en la región de los Llanos Orientales.",5.0,2
